2,4,8,16
0.000827,0.001379,0.005385,1.768939
0.001057,0.002797,0.163932,2.001898
0.001939,0.002983,0.186103,2.656585
0.001985,0.00316,0.2068,2.89275
0.002381,0.004079,0.2484,3.951527
